Table 1.10 Civilians Ages Under 5 Years Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,54699705,3286897,2542193,4.6,77.3
AL,828863,48618,38992,4.7,80.2
AK,137454,9277,7996,5.8,86.2
AZ,1209334,79148,63255,5.2,79.9
AR,523043,44085,35373,6.8,80.2
CA,6542461,320951,238042,3.6,74.2
CO,936515,45160,34835,3.7,77.1
CT,548906,32433,24706,4.5,76.2
DE,156006,11644,8010,5.1,68.8
DC,84945,4219,3200,3.8,75.8
FL,3189500,196340,158192,5.0,80.6
GA,1895765,117778,90597,4.8,76.9
HI,223072,8810,6801,3.0,77.2
ID,354395,21732,16884,4.8,77.7
IL,2093224,110256,80317,3.8,72.8
IN,1178604,76293,59773,5.1,78.3
IA,545142,28842,21694,4.0,75.2
KS,522424,30653,24302,4.7,79.3
KY,750106,59673,45606,6.1,76.4
LA,795160,57112,44471,5.6,77.9
ME,186869,11830,10068,5.4,85.1
MD,1010506,56937,43748,4.3,76.8
MA,1011759,59794,49610,4.9,83.0
MI,1595775,98493,80426,5.0,81.7
MN,975835,58515,49602,5.1,84.8
MS,515882,43526,31021,6.0,71.3
MO,1027688,60381,47122,4.6,78.0
MT,177584,11187,7922,4.5,70.8
NE,358512,23577,18577,5.2,78.8
NV,520481,24749,18924,3.6,76.5
NH,194641,10830,8906,4.6,82.2
NJ,1503125,67703,53284,3.5,78.7
NM,356854,22061,16091,4.5,72.9
NY,3004480,162754,127200,4.2,78.2
NC,1718757,101580,81816,4.8,80.5
ND,130287,7971,5655,4.3,70.9
OH,1928771,140458,115791,6.0,82.4
OK,717529,57017,39183,5.5,68.7
OR,649930,45033,35717,5.5,79.3
PA,1984207,152828,123264,6.2,80.7
RI,154906,12795,10549,6.8,82.4
SC,837548,49407,37871,4.5,76.7
SD,161911,6670,5632,3.5,84.4
TN,1136830,75925,59138,5.2,77.9
TX,5561641,347998,253266,4.6,72.8
UT,708045,34221,25277,3.6,73.9
VT,89553,4868,3319,3.7,68.2
VA,1399025,88649,67666,4.8,76.3
WA,1240960,72468,55781,4.5,77.0
WV,270235,19861,15785,5.8,79.5
WI,955174,48950,38399,4.0,78.4
WY,99486,4837,2537,2.6,52.4

Table 1.23 Civilians Ages 18 to 64 Years Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,198902405,21375164,9753745,4.9,45.6
AL,2974375,427044,183141,6.2,42.9
AK,428284,57446,25998,6.1,45.3
AZ,4239636,462266,205949,4.9,44.6
AR,1762321,270410,122218,6.9,45.2
CA,24101833,2094680,955091,4.0,45.6
CO,3608395,334153,160011,4.4,47.9
CT,2202103,210733,98619,4.5,46.8
DE,583878,63108,27107,4.6,43.0
DC,450531,45567,20023,4.4,43.9
FL,12650762,1294357,571601,4.5,44.2
GA,6523882,718796,317397,4.9,44.2
HI,799955,70655,34386,4.3,48.7
ID,1101447,129963,61658,5.6,47.4
IL,7656211,738699,320585,4.2,43.4
IN,4040935,475999,210353,5.2,44.2
IA,1869239,200714,95770,5.1,47.7
KS,1708944,201587,99028,5.8,49.1
KY,2667773,425527,188277,7.1,44.2
LA,2691546,382524,172153,6.4,45.0
ME,820320,111109,58996,7.2,53.1
MD,3719336,347449,152155,4.1,43.8
MA,4372338,390447,190553,4.4,48.8
MI,6019197,717556,340394,5.7,47.4
MN,3412003,346254,184745,5.4,53.4
MS,1710146,283513,123035,7.2,43.4
MO,3633420,455483,211107,5.8,46.3
MT,640406,75444,37919,5.9,50.3
NE,1142006,127695,53833,4.7,42.2
NV,1893865,203594,83410,4.4,41.0
NH,857109,86205,42323,4.9,49.1
NJ,5619012,442236,185139,3.3,41.9
NM,1219898,172088,78495,6.4,45.6
NY,12120543,1137516,517427,4.3,45.5
NC,6283820,721213,325959,5.2,45.2
ND,455217,47057,17972,3.9,38.2
OH,6974199,844365,406879,5.8,48.2
OK,2318154,355773,156751,6.8,44.1
OR,2570404,337722,174169,6.8,51.6
PA,7710708,862692,421866,5.5,48.9
RI,680041,79542,37602,5.5,47.3
SC,3043107,371131,153828,5.1,41.4
SD,508255,54749,24550,4.8,44.8
TN,4177948,536506,240740,5.8,44.9
TX,17793672,1812286,777206,4.4,42.9
UT,1984157,194928,103270,5.2,53.0
VT,392267,44065,22565,5.8,51.2
VA,5154871,525816,228934,4.4,43.5
WA,4714918,515893,262075,5.6,50.8
WV,1034208,171095,77253,7.5,45.2
WI,3527273,361742,176760,5.0,48.9
WY,337537,37772,16470,4.9,43.6

Table 1.24 Civilians Ages 65 Years and Over Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,54758950,17813109,4303729,7.9,24.2
AL,865451,328467,80900,9.3,24.6
AK,95794,32417,5612,5.9,17.3
AZ,1324257,423973,100719,7.6,23.8
AR,511722,199503,48837,9.5,24.5
CA,5876122,1913960,519007,8.8,27.1
CO,867087,261895,59712,6.9,22.8
CT,631656,183329,43368,6.9,23.7
DE,195590,54495,11859,6.1,21.8
DC,83633,27921,7069,8.5,25.3
FL,4536981,1414691,346441,7.6,24.5
GA,1558733,532212,138361,8.9,26.0
HI,278654,88318,24840,8.9,28.1
ID,310898,110698,28348,9.1,25.6
IL,2047584,639279,148796,7.3,23.3
IN,1084410,365771,82959,7.7,22.7
IA,548303,165428,32359,5.9,19.6
KS,471950,152553,35366,7.5,23.2
KY,750076,295880,76340,10.2,25.8
LA,750335,283422,70593,9.4,24.9
ME,290913,87448,20428,7.0,23.4
MD,982784,281099,62378,6.3,22.2
MA,1183676,355778,90254,7.6,25.4
MI,1789023,574341,138503,7.7,24.1
MN,937168,272385,62948,6.7,23.1
MS,486107,194987,52127,10.7,26.7
MO,1052399,364243,85089,8.1,23.4
MT,213110,72028,13753,6.5,19.1
NE,313624,97221,20990,6.7,21.6
NV,514627,171479,45006,8.7,26.2
NH,260114,68373,14560,5.6,21.3
NJ,1528005,450519,100687,6.6,22.3
NM,386042,141497,36681,9.5,25.9
NY,3385616,1052081,270459,8.0,25.7
NC,1765560,585152,134782,7.6,23.0
ND,118388,36737,6346,5.4,17.3
OH,2042055,670750,151785,7.4,22.6
OK,630816,260662,55907,8.9,21.4
OR,780173,254265,68867,8.8,27.1
PA,2391105,745969,161727,6.8,21.7
RI,192634,57788,13880,7.2,24.0
SC,951932,307193,73453,7.7,23.9
SD,151042,49442,9005,6.0,18.2
TN,1164189,414972,106761,9.2,25.7
TX,3831538,1344250,314502,8.2,23.4
UT,383877,113605,27319,7.1,24.0
VT,129730,36838,8451,6.5,22.9
VA,1383071,423312,96613,7.0,22.8
WA,1233415,406446,101793,8.3,25.0
WV,362653,136900,35889,9.9,26.2
WI,1032131,277536,54042,5.2,19.5
WY,102197,33601,7258,7.1,21.6

Table 1.25 Civilians Ages 5 to 17 Years Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,54699705,3286897,324756,0.6,9.9
AL,828863,48618,5903,0.7,12.1
AK,137454,9277,705,0.5,7.6
AZ,1209334,79148,9981,0.8,12.6
AR,523043,44085,3725,0.7,8.4
CA,6542461,320951,36214,0.6,11.3
CO,936515,45160,4773,0.5,10.6
CT,548906,32433,2408,0.4,7.4
DE,156006,11644,1890,1.2,16.2
DC,84945,4219,233,0.3,5.5
FL,3189500,196340,20412,0.6,10.4
GA,1895765,117778,10948,0.6,9.3
HI,223072,8810,1254,0.6,14.2
ID,354395,21732,809,0.2,3.7
IL,2093224,110256,11917,0.6,10.8
IN,1178604,76293,7125,0.6,9.3
IA,545142,28842,2997,0.5,10.4
KS,522424,30653,3050,0.6,10.0
KY,750106,59673,4857,0.6,8.1
LA,795160,57112,5067,0.6,8.9
ME,186869,11830,155,0.1,1.3
MD,1010506,56937,5264,0.5,9.2
MA,1011759,59794,6788,0.7,11.4
MI,1595775,98493,10129,0.6,10.3
MN,975835,58515,3442,0.4,5.9
MS,515882,43526,4407,0.9,10.1
MO,1027688,60381,4545,0.4,7.5
MT,177584,11187,755,0.4,6.7
NE,358512,23577,2165,0.6,9.2
NV,520481,24749,3958,0.8,16.0
NH,194641,10830,139,0.1,1.3
NJ,1503125,67703,4427,0.3,6.5
NM,356854,22061,685,0.2,3.1
NY,3004480,162754,17385,0.6,10.7
NC,1718757,101580,13701,0.8,13.5
ND,130287,7971,1404,1.1,17.6
OH,1928771,140458,12068,0.6,8.6
OK,717529,57017,4530,0.6,7.9
OR,649930,45033,4425,0.7,9.8
PA,1984207,152828,12835,0.6,8.4
RI,154906,12795,1150,0.7,9.0
SC,837548,49407,4261,0.5,8.6
SD,161911,6670,268,0.2,4.0
TN,1136830,75925,8919,0.8,11.7
TX,5561641,347998,37719,0.7,10.8
UT,708045,34221,3207,0.5,9.4
VT,89553,4868,702,0.8,14.4
VA,1399025,88649,8882,0.6,10.0
WA,1240960,72468,6302,0.5,8.7
WV,270235,19861,1405,0.5,7.1
WI,955174,48950,4065,0.4,8.3
WY,99486,4837,401,0.4,8.3

Table 1.26 Civilians Ages 18 to 64 Years Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,198902405,21375164,8931748,4.5,41.8
AL,2974375,427044,209788,7.1,49.1
AK,428284,57446,19632,4.6,34.2
AZ,4239636,462266,184450,4.4,39.9
AR,1762321,270410,128378,7.3,47.5
CA,24101833,2094680,820251,3.4,39.2
CO,3608395,334153,111403,3.1,33.3
CT,2202103,210733,82289,3.7,39.0
DE,583878,63108,28267,4.8,44.8
DC,450531,45567,20748,4.6,45.5
FL,12650762,1294357,583227,4.6,45.1
GA,6523882,718796,317098,4.9,44.1
HI,799955,70655,28670,3.6,40.6
ID,1101447,129963,46777,4.2,36.0
IL,7656211,738699,316618,4.1,42.9
IN,4040935,475999,207877,5.1,43.7
IA,1869239,200714,80060,4.3,39.9
KS,1708944,201587,75632,4.4,37.5
KY,2667773,425527,199797,7.5,47.0
LA,2691546,382524,169940,6.3,44.4
ME,820320,111109,45789,5.6,41.2
MD,3719336,347449,144896,3.9,41.7
MA,4372338,390447,140064,3.2,35.9
MI,6019197,717556,302686,5.0,42.2
MN,3412003,346254,105314,3.1,30.4
MS,1710146,283513,139273,8.1,49.1
MO,3633420,455483,194670,5.4,42.7
MT,640406,75444,27961,4.4,37.1
NE,1142006,127695,48455,4.2,37.9
NV,1893865,203594,89480,4.7,44.0
NH,857109,86205,28796,3.4,33.4
NJ,5619012,442236,182319,3.2,41.2
NM,1219898,172088,75291,6.2,43.8
NY,12120543,1137516,492523,4.1,43.3
NC,6283820,721213,326500,5.2,45.3
ND,455217,47057,14815,3.3,31.5
OH,6974199,844365,355265,5.1,42.1
OK,2318154,355773,155889,6.7,43.8
OR,2570404,337722,121349,4.7,35.9
PA,7710708,862692,356698,4.6,41.3
RI,680041,79542,29001,4.3,36.5
SC,3043107,371131,174347,5.7,47.0
SD,508255,54749,20601,4.1,37.6
TN,4177948,536506,253557,6.1,47.3
TX,17793672,1812286,755709,4.2,41.7
UT,1984157,194928,64731,3.3,33.2
VT,392267,44065,14670,3.7,33.3
VA,5154871,525816,224836,4.4,42.8
WA,4714918,515893,186399,4.0,36.1
WV,1034208,171095,82894,8.0,48.4
WI,3527273,361742,131401,3.7,36.3
WY,337537,37772,14667,4.3,38.8

Table 1.27 Civilians Ages 65 Years and Over Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,54758950,17813109,11191558,20.4,62.8
AL,865451,328467,218258,25.2,66.4
AK,95794,32417,17160,17.9,52.9
AZ,1324257,423973,258579,19.5,61.0
AR,511722,199503,127127,24.8,63.7
CA,5876122,1913960,1243427,21.2,65.0
CO,867087,261895,145457,16.8,55.5
CT,631656,183329,113206,17.9,61.8
DE,195590,54495,33600,17.2,61.7
DC,83633,27921,20149,24.1,72.2
FL,4536981,1414691,877471,19.3,62.0
GA,1558733,532212,346569,22.2,65.1
HI,278654,88318,53970,19.4,61.1
ID,310898,110698,61931,19.9,55.9
IL,2047584,639279,410612,20.1,64.2
IN,1084410,365771,226529,20.9,61.9
IA,548303,165428,92464,16.9,55.9
KS,471950,152553,92696,19.6,60.8
KY,750076,295880,199482,26.6,67.4
LA,750335,283422,183944,24.5,64.9
ME,290913,87448,46659,16.0,53.4
MD,982784,281099,178829,18.2,63.6
MA,1183676,355778,215406,18.2,60.5
MI,1789023,574341,359868,20.1,62.7
MN,937168,272385,151376,16.2,55.6
MS,486107,194987,133564,27.5,68.5
MO,1052399,364243,224663,21.3,61.7
MT,213110,72028,41171,19.3,57.2
NE,313624,97221,58410,18.6,60.1
NV,514627,171479,108771,21.1,63.4
NH,260114,68373,38043,14.6,55.6
NJ,1528005,450519,294085,19.2,65.3
NM,386042,141497,86470,22.4,61.1
NY,3385616,1052081,692113,20.4,65.8
NC,1765560,585152,366405,20.8,62.6
ND,118388,36737,21183,17.9,57.7
OH,2042055,670750,417627,20.5,62.3
OK,630816,260662,167926,26.6,64.4
OR,780173,254265,152520,19.5,60.0
PA,2391105,745969,462894,19.4,62.1
RI,192634,57788,36300,18.8,62.8
SC,951932,307193,192884,20.3,62.8
SD,151042,49442,28885,19.1,58.4
TN,1164189,414972,259369,22.3,62.5
TX,3831538,1344250,875520,22.9,65.1
UT,383877,113605,62364,16.2,54.9
VT,129730,36838,20508,15.8,55.7
VA,1383071,423312,266381,19.3,62.9
WA,1233415,406446,240406,19.5,59.1
WV,362653,136900,88589,24.4,64.7
WI,1032131,277536,162270,15.7,58.5
WY,102197,33601,17468,17.1,52.0

Table 1.28 Civilians Ages 5 to 17 Years Living in the Community for the United States and States - Self-Care Disability: 2021
State,Total,Disability,"Self-Care: Count","Self-Care: Total (%) [1]","Self-Care: Disability (%) [2]"
US,54699705,3286897,595935,1.1,18.1
AL,828863,48618,8878,1.1,18.3
AK,137454,9277,985,0.7,10.6
AZ,1209334,79148,17394,1.4,22.0
AR,523043,44085,7446,1.4,16.9
CA,6542461,320951,77227,1.2,24.1
CO,936515,45160,8467,0.9,18.7
CT,548906,32433,5714,1.0,17.6
DE,156006,11644,1874,1.2,16.1
DC,84945,4219,557,0.7,13.2
FL,3189500,196340,31600,1.0,16.1
GA,1895765,117778,21001,1.1,17.8
HI,223072,8810,2153,1.0,24.4
ID,354395,21732,1977,0.6,9.1
IL,2093224,110256,19726,0.9,17.9
IN,1178604,76293,12576,1.1,16.5
IA,545142,28842,4075,0.7,14.1
KS,522424,30653,5736,1.1,18.7
KY,750106,59673,8508,1.1,14.3
LA,795160,57112,6118,0.8,10.7
ME,186869,11830,877,0.5,7.4
MD,1010506,56937,9125,0.9,16.0
MA,1011759,59794,12495,1.2,20.9
MI,1595775,98493,16650,1.0,16.9
MN,975835,58515,15712,1.6,26.9
MS,515882,43526,5957,1.2,13.7
MO,1027688,60381,9883,1.0,16.4
MT,177584,11187,1175,0.7,10.5
NE,358512,23577,4818,1.3,20.4
NV,520481,24749,5884,1.1,23.8
NH,194641,10830,1525,0.8,14.1
NJ,1503125,67703,10981,0.7,16.2
NM,356854,22061,3381,0.9,15.3
NY,3004480,162754,34131,1.1,21.0
NC,1718757,101580,20788,1.2,20.5
ND,130287,7971,2474,1.9,31.0
OH,1928771,140458,25908,1.3,18.4
OK,717529,57017,8284,1.2,14.5
OR,649930,45033,8650,1.3,19.2
PA,1984207,152828,22752,1.1,14.9
RI,154906,12795,2287,1.5,17.9
SC,837548,49407,8339,1.0,16.9
SD,161911,6670,1109,0.7,16.6
TN,1136830,75925,13236,1.2,17.4
TX,5561641,347998,56764,1.0,16.3
UT,708045,34221,4579,0.6,13.4
VT,89553,4868,1065,1.2,21.9
VA,1399025,88649,20268,1.4,22.9
WA,1240960,72468,11524,0.9,15.9
WV,270235,19861,3224,1.2,16.2
WI,955174,48950,9800,1.0,20.0
WY,99486,4837,278,0.3,5.7

Table 1.29 Civilians Ages 18 to 64 Years Living in the Community for the United States and States - Self-Care Disability: 2021
State,Total,Disability,"Self-Care: Count","Self-Care: Total (%) [1]","Self-Care: Disability (%) [2]"
US,198902405,21375164,3348374,1.7,15.7
AL,2974375,427044,61183,2.1,14.3
AK,428284,57446,7973,1.9,13.9
AZ,4239636,462266,61460,1.4,13.3
AR,1762321,270410,45521,2.6,16.8
CA,24101833,2094680,365270,1.5,17.4
CO,3608395,334153,41729,1.2,12.5
CT,2202103,210733,34724,1.6,16.5
DE,583878,63108,11875,2.0,18.8
DC,450531,45567,6452,1.4,14.2
FL,12650762,1294357,212067,1.7,16.4
GA,6523882,718796,109603,1.7,15.2
HI,799955,70655,11346,1.4,16.1
ID,1101447,129963,18078,1.6,13.9
IL,7656211,738699,122424,1.6,16.6
IN,4040935,475999,74327,1.8,15.6
IA,1869239,200714,28822,1.5,14.4
KS,1708944,201587,29915,1.8,14.8
KY,2667773,425527,72281,2.7,17.0
LA,2691546,382524,65208,2.4,17.0
ME,820320,111109,16038,2.0,14.4
MD,3719336,347449,47933,1.3,13.8
MA,4372338,390447,58197,1.3,14.9
MI,6019197,717556,117444,2.0,16.4
MN,3412003,346254,46786,1.4,13.5
MS,1710146,283513,45760,2.7,16.1
MO,3633420,455483,71063,2.0,15.6
MT,640406,75444,10839,1.7,14.4
NE,1142006,127695,16548,1.4,13.0
NV,1893865,203594,30717,1.6,15.1
NH,857109,86205,12970,1.5,15.0
NJ,5619012,442236,78150,1.4,17.7
NM,1219898,172088,32061,2.6,18.6
NY,12120543,1137516,198077,1.6,17.4
NC,6283820,721213,110804,1.8,15.4
ND,455217,47057,3847,0.8,8.2
OH,6974199,844365,121345,1.7,14.4
OK,2318154,355773,46235,2.0,13.0
OR,2570404,337722,50336,2.0,14.9
PA,7710708,862692,134141,1.7,15.5
RI,680041,79542,12436,1.8,15.6
SC,3043107,371131,61556,2.0,16.6
SD,508255,54749,7314,1.4,13.4
TN,4177948,536506,83397,2.0,15.5
TX,17793672,1812286,276165,1.6,15.2
UT,1984157,194928,23217,1.2,11.9
VT,392267,44065,6185,1.6,14.0
VA,5154871,525816,82485,1.6,15.7
WA,4714918,515893,72493,1.5,14.1
WV,1034208,171095,31477,3.0,18.4
WI,3527273,361742,57350,1.6,15.9
WY,337537,37772,4750,1.4,12.6

Table 1.30 Civilians Ages 65 Years and Over Living in the Community for the United States and States - Self-Care Disability: 2021
State,Total,Disability,"Self-Care: Count","Self-Care: Total (%) [1]","Self-Care: Disability (%) [2]"
US,54758950,17813109,3890545,7.1,21.8
AL,865451,328467,66358,7.7,20.2
AK,95794,32417,4550,4.7,14.0
AZ,1324257,423973,82173,6.2,19.4
AR,511722,199503,41683,8.1,20.9
CA,5876122,1913960,529808,9.0,27.7
CO,867087,261895,44776,5.2,17.1
CT,631656,183329,39752,6.3,21.7
DE,195590,54495,11860,6.1,21.8
DC,83633,27921,6345,7.6,22.7
FL,4536981,1414691,300977,6.6,21.3
GA,1558733,532212,114926,7.4,21.6
HI,278654,88318,19818,7.1,22.4
ID,310898,110698,24867,8.0,22.5
IL,2047584,639279,138462,6.8,21.7
IN,1084410,365771,69577,6.4,19.0
IA,548303,165428,29743,5.4,18.0
KS,471950,152553,26959,5.7,17.7
KY,750076,295880,67897,9.1,22.9
LA,750335,283422,68206,9.1,24.1
ME,290913,87448,14576,5.0,16.7
MD,982784,281099,60573,6.2,21.5
MA,1183676,355778,82360,7.0,23.1
MI,1789023,574341,112412,6.3,19.6
MN,937168,272385,54962,5.9,20.2
MS,486107,194987,40731,8.4,20.9
MO,1052399,364243,68206,6.5,18.7
MT,213110,72028,12722,6.0,17.7
NE,313624,97221,15536,5.0,16.0
NV,514627,171479,39374,7.7,23.0
NH,260114,68373,9584,3.7,14.0
NJ,1528005,450519,110784,7.3,24.6
NM,386042,141497,29430,7.6,20.8
NY,3385616,1052081,271945,8.0,25.8
NC,1765560,585152,122044,6.9,20.9
ND,118388,36737,5048,4.3,13.7
OH,2042055,670750,130895,6.4,19.5
OK,630816,260662,47402,7.5,18.2
OR,780173,254265,58563,7.5,23.0
PA,2391105,745969,143054,6.0,19.2
RI,192634,57788,12019,6.2,20.8
SC,951932,307193,67079,7.0,21.8
SD,151042,49442,8003,5.3,16.2
TN,1164189,414972,88234,7.6,21.3
TX,3831538,1344250,300811,7.9,22.4
UT,383877,113605,19498,5.1,17.2
VT,129730,36838,6473,5.0,17.6
VA,1383071,423312,95202,6.9,22.5
WA,1233415,406446,83559,6.8,20.6
WV,362653,136900,33175,9.1,24.2
WI,1032131,277536,52554,5.1,18.9
WY,102197,33601,5000,4.9,14.9

Table 1.31 Civilians Ages 18 to 64 Years Living in the Community for the United States and States - Independent Living Disability: 2021
State,Total,Disability,"Independent Living: Count","Independent Living: Total (%) [1]","Independent Living: Disability (%) [2]"
US,198902405,21375164,7550579,3.8,35.3
AL,2974375,427044,150441,5.1,35.2
AK,428284,57446,19396,4.5,33.8
AZ,4239636,462266,154822,3.7,33.5
AR,1762321,270410,102928,5.8,38.1
CA,24101833,2094680,783774,3.3,37.4
CO,3608395,334153,109735,3.0,32.8
CT,2202103,210733,75964,3.4,36.0
DE,583878,63108,23182,4.0,36.7
DC,450531,45567,11291,2.5,24.8
FL,12650762,1294357,447811,3.5,34.6
GA,6523882,718796,250740,3.8,34.9
HI,799955,70655,26466,3.3,37.5
ID,1101447,129963,39248,3.6,30.2
IL,7656211,738699,268220,3.5,36.3
IN,4040935,475999,169871,4.2,35.7
IA,1869239,200714,70035,3.7,34.9
KS,1708944,201587,75403,4.4,37.4
KY,2667773,425527,153865,5.8,36.2
LA,2691546,382524,131666,4.9,34.4
ME,820320,111109,48499,5.9,43.6
MD,3719336,347449,106398,2.9,30.6
MA,4372338,390447,140821,3.2,36.1
MI,6019197,717556,273744,4.5,38.1
MN,3412003,346254,125635,3.7,36.3
MS,1710146,283513,99032,5.8,34.9
MO,3633420,455483,157561,4.3,34.6
MT,640406,75444,25317,4.0,33.6
NE,1142006,127695,36130,3.2,28.3
NV,1893865,203594,64174,3.4,31.5
NH,857109,86205,31444,3.7,36.5
NJ,5619012,442236,164983,2.9,37.3
NM,1219898,172088,65059,5.3,37.8
NY,12120543,1137516,436592,3.6,38.4
NC,6283820,721213,255865,4.1,35.5
ND,455217,47057,9697,2.1,20.6
OH,6974199,844365,286282,4.1,33.9
OK,2318154,355773,119785,5.2,33.7
OR,2570404,337722,124720,4.9,36.9
PA,7710708,862692,315910,4.1,36.6
RI,680041,79542,30055,4.4,37.8
SC,3043107,371131,125691,4.1,33.9
SD,508255,54749,15299,3.0,27.9
TN,4177948,536506,191409,4.6,35.7
TX,17793672,1812286,589083,3.3,32.5
UT,1984157,194928,67291,3.4,34.5
VT,392267,44065,16157,4.1,36.7
VA,5154871,525816,176496,3.4,33.6
WA,4714918,515893,181137,3.8,35.1
WV,1034208,171095,62089,6.0,36.3
WI,3527273,361742,131964,3.7,36.5
WY,337537,37772,11402,3.4,30.2

Table 1.32 Civilians Ages 65 Years and Over Living in the Community for the United States and States - Independent Living Disability: 2021
State,Total,Disability,"Independent Living: Count","Independent Living: Total (%) [1]","Independent Living: Disability (%) [2]"
US,54758950,17813109,7214497,13.2,40.5
AL,865451,328467,127803,14.8,38.9
AK,95794,32417,8642,9.0,26.7
AZ,1324257,423973,152564,11.5,36.0
AR,511722,199503,74765,14.6,37.5
CA,5876122,1913960,923041,15.7,48.2
CO,867087,261895,89865,10.4,34.3
CT,631656,183329,78332,12.4,42.7
DE,195590,54495,20780,10.6,38.1
DC,83633,27921,11428,13.7,40.9
FL,4536981,1414691,543829,12.0,38.4
GA,1558733,532212,213952,13.7,40.2
HI,278654,88318,40424,14.5,45.8
ID,310898,110698,39094,12.6,35.3
IL,2047584,639279,271782,13.3,42.5
IN,1084410,365771,136028,12.5,37.2
IA,548303,165428,57868,10.6,35.0
KS,471950,152553,52128,11.0,34.2
KY,750076,295880,125340,16.7,42.4
LA,750335,283422,113052,15.1,39.9
ME,290913,87448,28789,9.9,32.9
MD,982784,281099,119560,12.2,42.5
MA,1183676,355778,152725,12.9,42.9
MI,1789023,574341,228672,12.8,39.8
MN,937168,272385,104533,11.2,38.4
MS,486107,194987,77744,16.0,39.9
MO,1052399,364243,133124,12.6,36.5
MT,213110,72028,22339,10.5,31.0
NE,313624,97221,35406,11.3,36.4
NV,514627,171479,66920,13.0,39.0
NH,260114,68373,23637,9.1,34.6
NJ,1528005,450519,197977,13.0,43.9
NM,386042,141497,54722,14.2,38.7
NY,3385616,1052081,514389,15.2,48.9
NC,1765560,585152,215935,12.2,36.9
ND,118388,36737,11383,9.6,31.0
OH,2042055,670750,254340,12.5,37.9
OK,630816,260662,93121,14.8,35.7
OR,780173,254265,98775,12.7,38.8
PA,2391105,745969,297727,12.5,39.9
RI,192634,57788,24070,12.5,41.7
SC,951932,307193,120425,12.7,39.2
SD,151042,49442,14982,9.9,30.3
TN,1164189,414972,162666,14.0,39.2
TX,3831538,1344250,533825,13.9,39.7
UT,383877,113605,39888,10.4,35.1
VT,129730,36838,13687,10.6,37.2
VA,1383071,423312,172430,12.5,40.7
WA,1233415,406446,155478,12.6,38.3
WV,362653,136900,56021,15.4,40.9
WI,1032131,277536,96707,9.4,34.8
WY,102197,33601,11783,11.5,35.1

Table 1.33 Non-Hispanic White Civilians with Disabilities Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]"
US,190098878,27016547,14.2
AL,3184460,527754,16.6
AK,406540,58701,14.4
AZ,3738446,584770,15.6
AR,2030104,380009,18.7
CA,13249361,1830108,13.8
CO,3728603,432073,11.6
CT,2232506,278952,12.5
DE,587378,85623,14.6
DC,240556,14954,6.2
FL,10990456,1750758,15.9
GA,5335464,751928,14.1
HI,271635,37447,13.8
ID,1480412,218224,14.7
IL,7371871,954757,13.0
IN,5140106,726949,14.1
IA,2615446,339547,13.0
KS,2111882,298051,14.1
KY,3670384,672426,18.3
LA,2587093,424538,16.4
ME,1219978,190305,15.6
MD,2905120,352152,12.1
MA,4666173,573706,12.3
MI,7266312,1024489,14.1
MN,4338536,528974,12.2
MS,1606860,306274,19.1
MO,4656579,697181,15.0
MT,909648,133509,14.7
NE,1482387,203254,13.7
NV,1397306,225991,16.2
NH,1201250,150802,12.6
NJ,4784047,555138,11.6
NM,721834,133877,18.5
NY,10479371,1308805,12.5
NC,6316752,923806,14.6
ND,623790,74109,11.9
OH,8908956,1288260,14.5
OK,2457925,466571,19.0
OR,3029523,497436,16.4
PA,9426460,1282928,13.6
RI,743991,104629,14.1
SC,3206975,469325,14.6
SD,702642,88886,12.7
TN,4965911,792061,15.9
TX,11434613,1608696,14.1
UT,2513733,275526,11.0
VT,576835,79970,13.9
VA,5003280,661869,13.2
WA,4909292,726197,14.8
WV,1589271,300536,18.9
WI,4617144,560125,12.1
WY,463681,63591,13.7

Table 1.34 Non-Hispanic Black Civilians with Disabilities Living in the Community for the United States and States, by Disability Status: 2021
