Table 1.1 Resident Population - States: 2018 to 2021
Geography,2018,2019,2020,2021
TX,80.0,75.3,4.7
UT,90.6,88.4,2.2
VT,98.2,94.6,3.6
VA,92.1,90.6,1.5
WA,92.3,90.6,1.7
WV,93.3,90.3,3.0
WI,95.2,92.5,2.7
WY,83.9,84.4,-0.5

Table 9.2 Health Insurance Coverage - Civilians with Disabilities Ages 18-64 Years Living in the Community for the United States and States, by Type of Coverage: 2021
State,"Coverage (%): Private","Coverage (%): Public","No Coverage (%) [1]"
US,48.3,52.3,10.1
AL,47.5,51.5,13.7
AK,46.3,53.4,13.5
AZ,48.7,49.8,10.9
AR,40.5,61.1,9.6
CA,46.2,54.8,7.9
CO,55.0,49.1,7.8
CT,48.2,55.2,6.0
DE,53.9,54.3,7.0
DC,43.8,56.5,6.3
FL,50.4,46.7,13.8
GA,50.2,45.8,16.6
HI,58.2,51.2,6.1
ID,51.1,52.6,9.7
IL,50.3,51.2,7.6
IN,48.1,54.2,8.2
IA,47.8,56.6,6.2
KS,49.0,46.4,14.9
KY,38.3,66.2,5.6
LA,39.1,64.2,7.3
ME,37.4,64.2,7.7
MD,55.3,53.4,5.1
MA,48.5,59.3,3.4
MI,45.7,60.8,5.6
MN,50.7,52.3,5.8
MS,42.5,53.2,14.4
MO,48.2,46.8,15.1
MT,46.5,58.0,8.0
NE,58.2,43.7,9.5
NV,50.1,48.4,11.4
NH,56.2,50.7,5.5
NJ,51.9,50.2,7.9
NM,36.3,65.9,8.3
NY,45.7,60.2,5.2
NC,49.9,50.4,12.6
ND,67.1,34.6,11.0
OH,42.6,58.0,7.7
OK,46.7,43.4,18.8
OR,47.1,54.9,8.1
PA,48.6,58.2,5.8
RI,47.9,56.3,4.7
SC,48.7,50.0,13.7
SD,52.3,43.7,13.8
TN,46.8,50.7,15.0
TX,50.9,39.4,20.0
UT,63.5,37.7,9.4
VT,43.7,67.6,1.8
VA,55.7,49.0,7.9
WA,50.5,52.3,7.7
WV,39.7,65.8,6.7
WI,50.7,56.0,4.8
WY,57.7,41.8,16.1

Table 10.1 Rural Comparison - Prevalence and Population of Civilians Living in the Community with and without Disabilities, by Metropolitan, Micropolitan, and Noncore Status for the United States: 2020
"Metropolitan Classifications","Any Disability [1]","Disability Type: Vision","Disability Type: Hearing","Disability Type: Cognitive","Disability Type: Ambulatory","Disability Type: Self-Care","Disability Type: Independent Living"
Metropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"34,059,285","6,355,307","9,268,552","13,048,095","17,161,516","6,703,552","12,184,283"
"Rate (%)",12.1,2.3,3.3,4.7,6.1,2.4,4.3
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"246,357,643",X,X,X,X,X,X
"Rate (%)",87.9,X,X,X,X,X,X
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Micropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"4,276,314","817,600","1,316,099","1,595,459","2,180,115","768,524","1,430,010"
"Rate (%)",16.0,3.1,4.9,6.0,8.2,2.9,5.4
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"22,427,949",X,X,X,X,X,X
"Rate (%)",84.0,X,X,X,X,X,X
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Noncore,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"3,144,119","608,175","1,029,458","1,107,581","1,668,299","573,869","1,045,623"
"Rate (%)",17.8,3.4,5.8,6.3,9.5,3.3,5.9
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"14,490,541",X,X,X,X,X,X
"Rate (%)",82.2,X,X,X,X,X,X

Table 10.2a Rural Comparison - Demographics of Civilians Living in the Community with and without Disabilities, by Metropolitan, Micropolitan, and Noncore Status for the United States: 2020
"Metropolitan Classifications","Total (Overall Prevalence)","Age Groups: Less than 18 Years","Age Groups: 18 to 64 Years","Age Groups: 65 Years and Over","Sex: Male","Sex: Female"
Metropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"34,059,285","2,710,895","16,866,763","14,481,627","16,294,034","17,765,251"
"Rate (%)",12.1,8.0,49.5,42.5,47.8,52.2
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"246,357,643","61,144,526","156,519,036","28,694,081","120,492,583","125,865,060"
"Rate (%)",87.9,24.8,63.5,11.6,48.9,51.1
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Micropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"4,276,314","302,528","2,158,246","1,815,540","2,136,998","2,139,316"
"Rate (%)",16.0,7.1,50.5,42.5,50.0,50.0
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"22,427,949","5,705,427","13,639,738","3,082,784","11,010,033","11,417,916"
"Rate (%)",84.0,25.4,60.8,13.7,49.1,50.9
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Noncore,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"3,144,119","203,684","1,534,849","1,405,586","1,609,214","1,534,905"
"Rate (%)",17.8,6.5,48.8,44.7,51.2,48.8
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"14,490,541","3,706,622","8,530,989","2,252,930","7,126,372","7,364,169"
"Rate (%)",82.2,25.6,58.9,15.5,49.2,50.8

Table 10.2b Rural Comparison - Demographics of Civilians Living in the Community with and without Disabilities, by Metropolitan, Micropolitan, and Noncore Status for the United States: 2020
"Metropolitan Classifications","Race and Ethnicity: White","Race and Ethnicity: African American","Race and Ethnicity: American Indian/Alaska Native","Race and Ethnicity: Asian","Race and Ethnicity: Native Hawaiian /Pacific Islander","Race and Ethnicity: Other","Race and Ethnicity: Two or More Races","Race and Ethnicity: Hispanic/Latino (of Any Race)"
Metropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"24,245,101","5,072,728","277,778","1,284,810","58,826","1,539,927","1,580,115","5,649,842"
"Rate (%)",71.2,14.9,0.8,3.8,0.2,4.5,4.6,16.6
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"167,304,800","31,950,806","1,382,190","16,605,846","476,453","14,789,040","13,848,508","52,194,057"
"Rate (%)",67.9,13.0,0.6,6.7,0.2,6.0,5.6,21.2
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Micropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"3,610,572","337,364","88,990","29,515","6,889","58,302","144,682","302,240"
"Rate (%)",84.4,7.9,2.1,0.7,0.2,1.4,3.4,7.1
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"18,636,221","1,652,656","401,731","303,675","43,692","516,375","873,599","2,441,149"
"Rate (%)",83.1,7.4,1.8,1.4,0.2,2.3,3.9,10.9
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Noncore,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"2,686,052","252,107","78,600","10,026","1,674","28,415","87,245","130,288"
"Rate (%)",85.4,8.0,2.5,0.3,0.1,0.9,2.8,4.1
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"12,237,774","1,068,885","398,995","97,386","9,823","251,694","425,984","1,067,586"
"Rate (%)",84.5,7.4,2.8,0.7,0.1,1.7,2.9,7.4

Table 10.3 Rural Comparison - Employment of Civilians Ages 18-64 Years Living in the Community with and without Disabilities, by Metropolitan, Micropolitan, and Noncore Status for the United States: 2020
"Metropolitan Classifications","Employment: Employed","Employment: Unemployed","Employment: Not in the Labor Force","Work Experience: Worked Full Time","Work Experience: Worked Part Time","Work Experience: Did Not Work"
Metropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"6,530,301","896,987","9,439,475","4,127,988","3,626,844","9,111,931"
"Rate (%)",38.7,5.3,56.0,24.5,21.5,54.0
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"121,317,041","6,405,656","28,796,339","89,567,641","41,402,898","25,548,497"
"Rate (%)",77.5,4.1,18.4,57.2,26.5,16.3
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Micropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"752,666","97,183","1,308,397","470,300","441,468","1,246,478"
"Rate (%)",34.9,4.5,60.6,21.8,20.5,57.8
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"10,351,750","529,514","2,758,474","7,594,346","3,696,010","2,349,382"
"Rate (%)",75.9,3.9,20.2,55.7,27.1,17.2
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Noncore,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"498,185","62,735","973,929","319,703","279,741","935,405"
"Rate (%)",32.5,4.1,63.5,20.8,18.2,60.9
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"6,409,316","330,585","1,791,088","4,791,979","2,170,773","1,568,237"
"Rate (%)",75.1,3.9,21.0,56.2,25.4,18.4

Table 10.4 Rural Comparison - Poverty and Median Earnings by Age of Civilians Living in the Community with and without Disabilities, by Metropolitan, Micropolitan, and Noncore Status for the United States: 2020
"Metropolitan Classifications","Poverty: At or Below Poverty Line","Poverty: Less than 18 Years","Poverty: 18 to 64 Years","Poverty: 65 Years and Older","Earnings ($): Total","Earnings ($): Male","Earnings ($): Female"
Metropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"6,823,098","705,724","4,189,347","1,928,027","24,897.15","30,433.57","20,721.97"
"Rate (%)",20.1,26.6,25.0,13.3,X,X,X
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"28,539,247","10,119,502","16,205,528","2,214,217","35,165.71","42,096.15","29,084.56"
"Rate (%)",11.7,16.8,10.5,7.7,X,X,X
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Micropolitan,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"954,066","93,565","621,350","239,151","22,220.67","27,531.81","18,273.77"
"Rate (%)",22.5,31.8,29.1,13.2,X,X,X
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"3,168,190","1,165,615","1,757,862","244,713","31,573.03","38,234.99","25,571.89"
"Rate (%)",14.4,20.8,13.2,7.9,X,X,X
&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Noncore,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"720,917","65,503","458,286","197,128","23,884.65","29,563.82","19,674.06"
"Rate (%)",23.0,33.2,30.0,14.0,X,X,X
"No Disability",&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
Count,"2,086,175","792,030","1,104,591","189,554","32,964.33","39,837.17","26,851.3"
"Rate (%)",14.5,21.8,13.1,8.4,X,X,X

Table 10.5 Rural Comparison - Insurance Coverage for Civilians Living in the Community with and without Disabilities, by Metropolitan, Micropolitan, and Noncore Status for the United States: 2020
"Metropolitan Classifications","Insurance Coverage: Private","Insurance Coverage: Public","Insurance Coverage: None"
Metropolitan,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;
Count,"17,011,055","24,933,878","1,837,134"
"Rate (%)",49.9,73.2,5.4
"No Disability",&nbsp;,&nbsp;,&nbsp;
Count,"174,951,409","71,888,272","22,137,378"
"Rate (%)",71.0,29.2,9.0
&nbsp;,&nbsp;,&nbsp;,&nbsp;
Micropolitan,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;
Count,"2,074,407","3,250,983","254,302"
"Rate (%)",48.5,76.0,5.9
"No Disability",&nbsp;,&nbsp;,&nbsp;
Count,"15,156,533","7,609,426","2,233,569"
"Rate (%)",67.6,33.9,10.0
&nbsp;,&nbsp;,&nbsp;,&nbsp;
Noncore,&nbsp;,&nbsp;,&nbsp;
Disability,&nbsp;,&nbsp;,&nbsp;
Count,"1,469,951","2,445,668","194,608"
"Rate (%)",46.8,77.8,6.2
"No Disability",&nbsp;,&nbsp;,&nbsp;
Count,"9,423,734","5,262,325","1,621,687"
"Rate (%)",65.0,36.3,11.2

Table 11.1 Health - Persons Ages 18 and Over Living in the Community, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [1]"
US,228626415,64815278,28.3,163811137,71.7
AL,3773582,1291897,34.2,2481686,65.8
AK,527204,141721,26.9,385483,73.1
AZ,5308768,1538650,29.0,3770118,71.0
AR,2188168,791309,36.2,1396859,63.8
CA,29065025,7623839,26.2,21441187,73.8
CO,4306105,1015417,23.6,3290687,76.4
CT,2658672,671764,25.3,1986909,74.7
DE,737430,201285,27.3,536145,72.7
DC,518581,116021,22.4,402560,77.6
FL,*,*,*,*,*
GA,7612326,2270089,29.8,5342236,70.2
HI,1099900,247977,22.5,851923,77.5
ID,1377905,421236,30.6,956668,69.4
IL,9549699,2869312,30.0,6680387,70.0
IN,4914901,1457378,29.7,3457523,70.3
IA,2360682,572606,24.3,1788076,75.7
KS,2141224,599918,28.0,1541306,72.0
KY,3414123,1330951,39.0,2083172,61.0
LA,3287522,1165577,35.5,2121945,64.5
ME,1087284,340566,31.3,746718,68.7
MD,4469207,1055353,23.6,3413854,76.4
MA,5462633,1348913,24.7,4113720,75.3
MI,7413783,2126440,28.7,5287343,71.3
MN,4192821,1001956,23.9,3190865,76.1
MS,2198703,853627,38.8,1345076,61.2
MO,4662065,1469208,31.5,3192857,68.5
MT,842889,250549,29.7,592340,70.3
NE,1436819,364800,25.4,1072019,74.6
NV,2371575,742257,31.3,1629318,68.7
NH,1037659,278255,26.8,759404,73.2
NJ,6673433,1633748,24.5,5039685,75.5
NM,1583130,513695,32.4,1069435,67.6
NY,14633414,3895999,26.6,10737415,73.4
NC,8105337,2460352,30.4,5644985,69.6
ND,577311,153922,26.7,423389,73.3
OH,8686354,2610885,30.1,6075469,69.9
OK,2841222,1006722,35.4,1834500,64.6
OR,3276299,973274,29.7,2303025,70.3
PA,9846946,2750663,27.9,7096283,72.1
RI,835988,222454,26.6,613534,73.4
SC,3764208,1160293,30.8,2603915,69.2
SD,653189,167318,25.6,485870,74.4
TN,5124974,1747053,34.1,3377921,65.9
TX,20731666,5813254,28.0,14918411,72.0
UT,2280076,573350,25.1,1706726,74.9
VT,496821,126258,25.4,370563,74.6
VA,6357237,1614174,25.4,4743064,74.6
WA,5799289,1483269,25.6,4316020,74.4
WV,1396639,549141,39.3,847498,60.7
WI,4445363,1055434,23.7,3389929,76.3
WY,426595,122037,28.6,304558,71.4

Table 11.2 Health - Smoking among Persons Ages 18 and Over, by Disability Status: 2021
State,"Smoking (%): Disability","Smoking (%): No Disability","Gap (% pts) [1]"
US,20.0,10.9,9.1
AL,24.3,13.6,10.7
AK,26.0,14.0,12.0
AZ,17.3,11.3,6.0
AR,29.8,16.2,13.6
CA,13.6,7.1,6.5
CO,17.8,10.1,7.7
CT,17.1,9.0,8.1
DE,20.4,10.9,9.5
DC,17.4,7.3,10.1
FL,*,*,*
GA,22.7,11.8,10.9
HI,14.7,8.8,5.9
ID,19.7,10.6,9.1
IL,17.6,9.6,8.0
IN,26.2,13.6,12.6
IA,21.0,12.5,8.5
KS,23.3,12.5,10.8
KY,26.1,15.5,10.6
LA,26.0,16.0,10.0
ME,24.2,11.7,12.5
MD,15.3,8.5,6.8
MA,18.8,8.0,10.8
MI,25.5,13.4,12.1
MN,19.9,11.4,8.5
MS,27.7,14.4,13.3
MO,24.1,14.1,10.0
MT,21.7,11.3,10.4
NE,20.3,11.0,9.3
NV,23.5,11.9,11.6
NH,19.9,9.6,10.3
NJ,15.5,9.1,6.4
NM,17.0,11.6,5.4
NY,17.4,10.1,7.3
NC,18.4,12.6,5.8
ND,23.0,12.1,10.9
OH,27.2,14.0,13.2
OK,24.2,12.8,11.4
OR,18.6,9.8,8.8
PA,21.8,11.6,10.2
RI,19.4,9.9,9.5
SC,21.4,13.0,8.4
SD,21.3,13.2,8.1
TN,28.6,15.2,13.4
TX,17.5,11.5,6.0
UT,12.7,5.3,7.4
VT,23.5,11.9,11.6
VA,19.8,9.8,10.0
WA,16.6,8.7,7.9
WV,28.4,17.8,10.6
WI,17.7,12.0,5.7
WY,19.9,15.1,4.8

Table 11.3 Health - Obesity among Persons 18 and Over, by Disability Status: 2021
State,"Obesity (%): Disability","Obesity (%): No Disability","Gap (% pts) [1]"
US,41.5,29.7,11.8
AL,44.5,37.3,7.2
AK,38.7,31.6,7.1
AZ,39.0,28.8,10.2
AR,44.0,35.9,8.1
CA,37.5,24.2,13.3
CO,32.9,22.8,10.1
CT,39.2,27.2,12.0
DE,45.0,30.2,14.8
DC,41.7,20.6,21.1
FL,*,*,*
GA,40.5,31.4,9.1
HI,29.8,23.7,6.1
ID,38.8,28.2,10.6
IL,45.2,29.7,15.5
IN,43.9,33.3,10.6
IA,45.5,33.6,11.9
KS,43.0,33.2,9.8
KY,47.1,35.9,11.2
LA,43.8,36.1,7.7
ME,39.6,28.5,11.1
MD,40.7,32.7,8.0
MA,36.4,24.0,12.4
MI,42.4,31.1,11.3
MN,41.2,29.8,11.4
MS,42.0,37.3,4.7
MO,44.1,33.8,10.3
MT,41.2,27.8,13.4
NE,45.4,32.6,12.8
NV,37.8,28.2,9.6
NH,37.0,28.2,8.8
NJ,36.3,25.7,10.6
NM,39.5,32.4,7.1
NY,38.3,25.9,12.4
NC,45.1,32.0,13.1
ND,42.8,32.0,10.8
OH,45.6,34.3,11.3
OK,45.2,36.4,8.8
OR,36.9,28.2,8.7
PA,44.6,29.1,15.5
RI,38.5,27.1,11.4
SC,41.8,33.3,8.5
SD,45.6,36.0,9.6
TN,40.7,32.3,8.4
TX,44.5,32.7,11.8
UT,37.5,28.4,9.1
VT,39.7,24.5,15.2
VA,44.2,30.6,13.6
WA,36.8,26.0,10.8
WV,46.3,36.5,9.8
WI,43.8,31.1,12.7
WY,38.6,29.3,9.3

Table 11.4 Health - Binge Drinking among Persons Ages 18 and Over, by Disability Status: 2021
State,"Binge Drinking (%): Disability","Binge Drinking (%): No Disability","Gap (% pts) [1]"
US,12.9,16.5,-3.7
AL,9.7,14.0,-4.3
AK,16.5,17.8,-1.3
AZ,13.0,17.0,-4.0
AR,10.0,14.2,-4.2
CA,14.2,15.3,-1.1
CO,15.9,19.7,-3.8
CT,11.6,14.3,-2.7
DE,11.3,13.5,-2.3
DC,16.1,24.2,-8.1
FL,*,*,*
GA,14.6,14.4,0.2
HI,15.5,16.9,-1.4
ID,13.5,14.4,-0.8
IL,11.7,16.4,-4.7
IN,12.3,16.8,-4.5
IA,16.2,21.4,-5.3
KS,13.5,19.4,-5.9
KY,9.7,14.6,-4.9
LA,15.4,18.1,-2.7
ME,11.9,16.8,-4.8
MD,10.9,13.7,-2.8
MA,12.2,17.6,-5.4
MI,12.6,17.6,-5.0
MN,12.4,19.6,-7.2
MS,11.7,12.9,-1.2
MO,12.2,18.5,-6.4
MT,15.9,22.3,-6.5
NE,14.3,21.2,-6.9
NV,10.5,13.7,-3.2
NH,12.6,15.3,-2.7
NJ,12.8,15.2,-2.4
NM,10.7,14.3,-3.6
NY,11.9,16.0,-4.0
NC,11.6,16.9,-5.4
ND,18.4,21.7,-3.4
OH,13.1,18.3,-5.2
OK,9.4,13.1,-3.7
OR,15.7,15.9,-0.2
PA,13.2,16.2,-3.0
RI,14.1,18.6,-4.4
SC,11.3,16.6,-5.3
SD,14.4,21.3,-7.0
TN,11.0,15.9,-4.9
TX,14.3,17.4,-3.1
UT,12.1,11.5,0.6
VT,12.2,18.7,-6.5
VA,12.0,16.5,-4.5
WA,13.4,15.9,-2.5
WV,8.7,13.6,-4.9
WI,17.9,23.2,-5.3
WY,12.7,17.3,-4.6

Table 12.1 Supplemental Security Income - Number of Recipients of Federally Administered Payments:  December 2021
State,Total,"Eligibility Category: Aged","Eligibility Category: Blind","Eligibility Category: Disabled"
US,7694873,1115565,65577,6513731
AL,150729,7132,945,142652
AK,11791,1686,78,10027
AZ,114713,17252,1136,96325
AR,98935,4351,669,93915
CA,1147421,334858,15223,797340
CO,69898,10772,542,58584
CT,65924,7406,441,58077
DE,16311,1291,110,14910
DC,24227,2248,143,21836
FL,559653,143666,3642,412345
GA,252273,25450,2183,224640
HI,21867,5155,184,16528
ID,29425,1644,246,27535
IL,251720,29099,2317,220304
IN,124002,5794,949,117259
IA,50157,2967,597,46593
KS,46419,2785,364,43270
KY,161145,8353,1052,151740
LA,164118,10036,1309,152773
ME,34894,1733,205,32956
MD,117167,15106,783,101278
MA,172755,24412,1989,146354
MI,256734,18915,1684,236135
MN,89382,10963,708,77711
MS,110306,6890,957,102459
MO,131072,6766,988,123318
MT,16931,1454,138,15339
NE,28749,2420,250,26079
NV,54642,14654,675,39313
NH,17333,831,128,16374
NJ,167806,34270,854,132682
NM,58427,7397,477,50553
NY,583874,109508,2966,471400
NC,221312,16299,1871,203142
ND,8017,595,71,7351
OH,297315,16519,2049,278747
OK,94123,5838,722,87563
OR,85288,9289,584,75415
PA,335421,24562,2074,308785
RI,31216,3211,170,27835
SC,109717,7263,1225,101229
SD,14079,1515,141,12423
TN,166732,10096,1503,155133
TX,607456,96466,6548,504442
UT,30602,2704,277,27621
VT,14573,882,70,13621
VA,151138,16928,1147,133063
WA,141350,17256,865,123229
WV,66493,2164,422,63907
WI,112411,6364,853,105194
WY,6830,350,53,6427

Table 12.2 Supplemental Security Income - Total Federally Administered Payments: October 2022
State,"Total ($) [1]","Eligibility Category ($) [1]: Aged","Eligibility Category ($) [1]: Blind","Eligibility Category ($) [1]: Disabled"
US,55529933,6097981,479448,48952507
AL,1047028,26584,6246,1014198
AK,81663,7096,524,74043
AZ,822872,85114,8195,729563
AR,702826,14539,4468,683819
CA,9168302,2159839,131254,6877209
CO,490380,55538,3855,430987
CT,466697,37170,3118,426408
DE,120713,6462,810,113442
DC,184063,11223,973,171867
FL,3904709,822434,25346,3056928
GA,1781144,109275,15010,1656859
HI,161893,28515,1272,132106
ID,206741,7092,1690,197959
IL,1829620,155525,16675,1657420
IN,912913,26795,6407,879711
IA,347330,12794,3775,330761
KS,328333,12944,2504,312885
KY,1131411,33714,7242,1090455
LA,1166380,39389,8709,1118283
ME,236937,6519,1391,229027
MD,862933,81231,5568,776135
MA,1199712,137350,12914,1049447
MI,1883648,103150,11919,1768579
MN,654975,67471,5280,582223
MS,755683,22138,6428,727118
MO,909724,29836,6666,873223
MT,113545,5709,947,106890
NE,196606,11080,1739,183787
NV,403144,79004,5491,318649
NH,117506,3935,792,112779
NJ,1168849,182567,5803,980479
NM,398558,30484,3208,364867
NY,4103797,572302,20679,3510816
NC,1536997,64083,12727,1460187
ND,53313,3120,409,49784
OH,2170530,84946,14381,2071204
OK,669538,21971,4970,642597
OR,616101,47201,4027,564873
PA,2473878,127624,14554,2331701
RI,219304,15651,1066,202587
SC,769647,27324,8420,733903
SD,96007,7133,1012,87862
TN,1183896,40273,10613,1133010
TX,4126393,428409,45007,3652976
UT,218105,14259,1851,201995
VT,101935,4134,439,97362
VA,1061297,87329,7861,966108
WA,1048671,101842,6173,940655
WV,472485,8218,2841,461426
WI,804682,28474,5866,770342
WY,46519,1172,333,45013

Table 12.3 Supplemental Security Income - Number of Recipients of Federally Administered Payments under Age 18: December 2021
State,Total,"Eligibility Category: Blind","Eligibility Category: Disabled"
US,1037924,5331,1028872
AL,19353,75,19278
AK,1050,8,1042
AZ,15475,138,15337
AR,22026,72,21954
CA,87595,613,86982
CO,7644,61,7583
CT,8261,28,8233
DE,2905,*,*
DC,3315,4,3311
FL,91090,310,90780
GA,41982,272,41710
HI,1121,14,1107
ID,4210,25,4185
IL,31981,180,31801
IN,20324,77,20247
IA,7822,69,7753
KS,8168,46,8122
KY,22355,91,22264
LA,29477,109,29368
ME,3464,21,3443
MD,17484,54,17430
MA,19308,177,19131
MI,31810,143,31667
MN,10381,52,10329
MS,17447,62,17385
MO,18431,88,18343
MT,1886,22,1864
NE,3914,19,3895
NV,8628,68,8560
NH,1857,17,1840
NJ,22176,55,22121
NM,6992,55,6937
NY,71999,239,71760
NC,32933,150,32783
ND,1067,7,1060
OH,41113,215,40898
OK,14092,97,13995
OR,9232,52,9180
PA,53192,180,53012
RI,3332,12,3320
SC,16358,141,16217
SD,2138,17,2121
TN,21789,129,21660
TX,113967,740,113227
UT,4369,31,4338
VT,1240,9,1231
VA,20612,95,20517
WA,14435,83,14352
WV,6345,33,6312
WI,18963,76,18887
WY,816,*,*

Table 12.4 Supplemental Security Income - Number of Awards of Federally Administered Payments, by Age: December 2021
